doc_id,filename,tier_claude,tier_gpt,tier_change,comp_claude,comp_gpt,delta_comp
3021874c8a8e84d741fb50a6ac14c35a28cb8e09f72acc20daf5f23662160078,2025-06-17_203754_Motion_by_Supervisors_Solis_and_Horvath_25-3095_203754.pdf,1,4,-3,6.95,0.6,6.35
788c38953b718a545b791806b7299080b85ed442d583ffa275ff7aa876258a23,2020-03-31_144838_Public_Comment_20-1993_144838.pdf,1,4,-3,6.8,0.45,6.35
ce6a7ef5fa79c4859ac95dcbe4bf65ea2854c9aa56bc3deaf3ae7b1673a34186,2021-04-06_Statement_of_Proceedings_for_462021_1105632.pdf,1,4,-3,7.1,0.75,6.35
6e12579ae4d2ac89ba172bf638dc15657b162ae7452c9148f1075fc39187143e,2025-10-21_208999_Public_CommentCorrespondence_25-5759_208999.pdf,1,4,-3,6.7,0.6,6.1
7d5debbc46f3b0cfe61571b0ac3c66d67126ffa4869eab8c202a714eac3df792,2022-11-29_175327_Public_CommentCorrespondence_20-2580_175327.pdf,1,4,-3,6.4,0.3,6.1
520ac9577c0d3cb379670c27ddf35ec4876341ed0530dabcacf54d74a799e805,2023-07-11_182094_Public_CommentCorrespondence_23-2469_182094.pdf,1,4,-3,6.65,0.6,6.05
c43b6739d11966cd59ba41609819bb545c19087060d19a52a088e849902df1e3,2024-01-23_187921_Community_Safety_in_the_City_of_West_Hollywood_Brochure_24-0352_187921.pdf,1,4,-3,6.8,0.85,5.95
3016158040ce923963d81b60fed874b6c759311c5f18ff150becc34d8532540f,2024-06-04_192152_Motion_by_Supervisor_Mitchell_24-2232_192152.pdf,1,4,-3,6.45,0.6,5.85
e4142b97bcccd511fcfb3d89626f108b4c77ab02930b1701fa11a4a8873f1fc2,2023-07-18_07-18-23_Board_Meeting_Transcript_C_1145514.pdf,1,4,-3,6.55,0.75,5.8
c4ea8de68ece04ab81f71cd36a1f72a0eb46dead3fd031bd772cad00cbed4e46,2025-02-11_201401_Community_Services_Cluster_Meeting_Agenda_25-0008_201401.pdf,1,4,-3,6.4,0.75,5.65
9fef2267ce5fdb17579e2ee061e31c76403f6e689703a8fd791994b7bc22ca72,2024-11-06_196978_Board_Letter_24-4878_196978.pdf,1,4,-3,6.55,0.9,5.65
4a1ad5ba3d27723afd2700291a70a9e2b4dd09882ae7488c237b77ccaecec71e,2025-12-16_210616_Motion_by_Supervisor_Horvath_25-6842_210616.pdf,1,4,-3,6.05,0.45,5.6
120f893cb1e83491f4742cf871f99d0aca2c1432d77318c1cb763a0abed1c25b,2025-07-15_204676_Board_Letter_25-3614_204676.pdf,1,4,-3,6.5,0.9,5.6
ec3b3e3e3417e7e49dd42843bfbc06ea083314f10849d7ab29bee49f491ca5ab,2021-06-08_158756_LACCB_BOARD_LETTER_21-2269_158756.pdf,1,4,-3,6.3,0.75,5.55
c4f78d75eb1e888e9fc1e43ff0f2df6539aab49e3df09088a69917804062ab56,2024-02-06_188439_On_motion_of_Supervisor_Solis_24-0584_188439.pdf,1,4,-3,6.4,0.9,5.5
4bac442150e9cfe246b499f0951df07b635fda1e8edbdb8a40d9ba7cdfd63cd9,2025-06-24_203358_Board_Letter_25-2926_203358.pdf,1,4,-3,6.2,0.9,5.3
3bb0f61c3ec93d300e110776ca89c9202fb83b3674e7aed1e7205c73b896e9e7,2022-11-15_174453_Board_Letter_22-4081_174453.pdf,1,4,-3,6.2,0.95,5.25
c489ca3d92b4b6e3b2e1fc7efc945fa4494c71eca86906b22aa6da1c0b88a157,2025-09-16_206871_Board_Letter_25-4762_206871.pdf,1,4,-3,6.15,0.9,5.25
979f9a590fbba3327742dac8ca3d303245f2be3da4aed8bd0665d1159532c710,2026-03-17_213493_Board_Letter_26-1481_213493.pdf,1,3,-2,9.5,2.45,7.05
ce6019afc9f55cd835595de381873bd0e704379bcf675a6d10721c42198987ec,2021-12-07_164004_LACCB_BL_21-4628_164004.pdf,1,3,-2,8.35,1.7,6.65
24bf0da0788752187cd7bf252d35500391d239c3929a906a5546012888e8e69e,2024-08-06_193942_Public_CommentCorrespondence_24-3166_193942.pdf,1,3,-2,7.9,1.3,6.6
ce22c974eb4663d06879a8749817746a70f59fe5c6c02ae5d6f2b5fe3af3d464,2024-04-09_190332_Report_24-1334_190332.pdf,1,3,-2,7.55,1.05,6.5
304458573b475f15bf9c316c2ffb82741ab36b5f537d70dc322449016f0285a0,2021-01-26_153156_Public_Comment_13-0268_153156.pdf,1,3,-2,8.3,1.8,6.5
ce4be6001793194bf7e2c421e7593e088137309c31fe99104bbdf8b9d8724b9c,2023-06-06_06-06-23_Board_Meeting_Transcript_C_1144827.pdf,1,3,-2,7.4,1.05,6.35
6b4f188440bb64294fd45bab7966c94fa5c44aa16aeaa9afe9b9faeba9f21565,2022-10-18_173818_Los_Angeles_Homeless_Services_Authority_Report_dated_May_3_2021_22-3773_173818.pdf,1,3,-2,7.35,1.1,6.25
ce1078a8d5f28b455bb2c50021e88a698a265283b853a05f2f89e62add4993a0,2023-04-18_180290_SOP_23-1497_180290.pdf,1,3,-2,7.55,1.3,6.25
07c91b5afb64cdcbfb311c70601e41c294892afc10951f9ebf93bcdf526210b0,2020-04-14_145183_Public_CommentCorrespondence_145183.pdf,1,3,-2,7.25,1.05,6.2
ce02d38ff82671ab775e7265c309d35efc1adc522fa144732be41da95f4f72ea,2021-10-05_162469_HLS_HJM_MOTION_21-3894_162469.pdf,1,3,-2,8.2,2.1,6.1
ce772dc65d0f8f8cd45f8e2309065d26f0f06e0b8dfa7a00ab0c644ba36c02b0,2025-09-02_206338_Board_Letter_25-4548_206338.pdf,1,3,-2,7.3,1.4,5.9
b6fef7c084ac25ad95e40be99a5cb99d062edfe87392dc1afcdc09fd8b6636ca,2023-09-12_183613_Board_Letter_23-3104_183613.pdf,1,3,-2,7.5,1.6,5.9
ce0adb634357f2da089a6821a9d84056d01b7121640b57799e7838f3f85a2b17,2025-11-18_209707_Motion_by_Supervisor_Barger_25-6400_209707.pdf,1,3,-2,7.55,1.7,5.85
2c6d498e06b29cadf5aa200fd98def19804c884ba04c3312748272c4d7d406d3,2026-03-03_213801_Revised_motion_by_Supervisors_Horvath_and_Solis_26-1443_213801.pdf,1,3,-2,7.7,1.95,5.75
2c16b05bdc02942c79403475fe798f0640d75d9a83a179d15dbe621470e006d7,2026-03-03_198594_SOP_24-5636_198594.pdf,1,3,-2,7.55,1.85,5.7
2ff227379410a9c7cbee0b6eee59bbaa898680cd5c62072faaf8881b022c9b0a,2024-09-10_194860_Board_Letter_24-3671_194860.pdf,1,3,-2,6.75,1.05,5.7
0d5c5d0925c13e39718066e9bbb56c32e1a4132ead7ff7f11fadcedf00a609c4,2024-10-22_196536_Board_Letter_24-4701_196536.pdf,1,3,-2,7.6,1.9,5.7
c9e3dc8fd24c525978ac367f3bc91845b74aef678aff2274fd66829207dbcaf3,2026-02-10_212676_Motion_by_Supervisors_Horvath_and_Mitchell_Updates_Following_Cluster_26-0_212676.pdf,1,3,-2,7.1,1.45,5.65
77be2e6a50a3485943a7a4e60af43321a33c180b89517415a4d01e1ecc1c6813,2021-08-10_160590_DCFS_Board_Letter_21-3092_160590.pdf,1,3,-2,6.9,1.35,5.55
6b391b93169ca1013871a684cd27ed255acf066c4e88422d5178a3811a7bb6f8,2024-02-06_188310_Motion_by_Supervisors_Solis_and_Horvath_24-0537_188310.pdf,1,3,-2,6.7,1.2,5.5
9e06f7ab01bc94a419a1aca4cf5c5700eaed2ae622becd8ce5555d27f9b47c60,2021-12-21_12-21-21_Board_Meeting_Transcript_C_1116890.pdf,2,4,-2,5.95,0.45,5.5
b7cd83fe2a4769ca950f2e3717eda2125103538f04af4b86efd036afb0dfec24,2025-02-24_02-24-25_Board_Meeting_Transcript_C_1178513.pdf,2,4,-2,5.85,0.45,5.4
54636f5d68c98d9ba6e38d01939aedc4dae99f549f17882abc130875f49c8f8f,2022-10-04_173432_Revised_motion_by_Supervisor_Barger_22-3662_173432.pdf,2,4,-2,5.85,0.45,5.4
e3c2db33b6fc650ed8acfbb1263d0d30f225fd1ec8f9713041d77e1e662a3fa9,RANSMITTING FIVE EVALUATIONS OF HOMELESS INITIATIVE STRATEGIES.pdf,1,3,-2,6.8,1.4,5.4
6dade74ff634a3c2d0541dadd1ab019d4cebdf180a46603b6b1fe072d5cf9e5b,2020-07-21_147223_Public_CommentCorrespondence_20-1494_147223.pdf,1,3,-2,7.0,1.65,5.35
7dfd1de1abf9e70dd7ce3f13c71bc5b99f854aaeeaace6140cef0e70dde2a11c,2025-09-02_206417_Board_Letter_25-4584_206417.pdf,1,3,-2,6.55,1.2,5.35
2fd54957e6f889105aae26c8e0f81f520fcf6140e078860638d3cb2e129d062f,2023-04-18_179336_Employee_Salaries_and_Benefits_23-1347_179336.pdf,2,4,-2,5.95,0.65,5.3
fda0f1186831232add9e508d098cce6b435186ff563cea7f7de8c1e058bb4e9c,FAF_Repl_RFI_24-0062.pdf,1,3,-2,6.65,1.4,5.25
e3693adeef920afb09d172f9fff1acc2a84223a330c6a6cfdf85d309e2e6760b,2025-11-18_209205_Board_Letter_25-6043_209205.pdf,1,3,-2,6.45,1.2,5.25
07aeef6d06dc52849a86868a749d4be7caedc645716d9d05ed935ebbf80c1f97,2025-02-11_210298_Health_and_Mental_Health_Cluster_Meeting_Agenda_25-0008_210298.pdf,1,3,-2,8.25,3.05,5.2
749a046d27773ca509f8d028a6d53b074cc168b2de864bf426189fbdb4703397,2024-10-22_196498_Board_Letter_24-4688_196498.pdf,1,3,-2,7.05,1.85,5.2
25333d492e51d0836decf12bf752bd9a40a2bf81a6a7014ce107ce274c357d31,2025-06-10_204413_Public_Comments_25-3492_204413.pdf,1,3,-2,7.3,2.15,5.15
e4638ba9917a865ca26c0f6466bf3fe3b48e3835d8359ffe3092b9866264b4ab,2024-12-17_199083_SOP_24-6044_199083.pdf,1,3,-2,6.8,1.65,5.15
ce39e279108329e768da52b1e8a4fa734335a60ed77b42ab7c51bbfdabc8d809,2022-05-17_169171_DHS_Presentation_20-4861_169171.pdf,2,4,-2,5.3,0.15,5.15
b79a11ae2e00b1e7df0273e110e9aa6f826a7a5f7dff97beed4d1d148bb5f663,2025-12-09_210399_Motion_by_Supervisors_Hahn_and_Barger_Updates_Following_Cluster_25-6477_210399.pdf,1,3,-2,7.35,2.2,5.15
e34b5c68c462f9ee43b383bc28066e8734fa8e9571845c0393a96057f5a67548,2026-02-03_211997_Board_Letter_26-0680_211997.pdf,1,3,-2,6.5,1.4,5.1
c50a7c89ef692fcc7b1b0d5a5b914e42ad5287ebc738c43a1c487b8d3aa77c43,2020-06-23_146760_Report_62320_20-3192_146760.pdf,1,3,-2,7.35,2.25,5.1
8ee912d0fa4003cb83ce3a3959019ab665ad8dc86c5855f9afb6fac52f719e2a,2024-04-09_190326_Report_24-1302_190326.pdf,2,4,-2,5.65,0.6,5.05
e3b38b67965d1a133f1b1563e7b7f336bb7f64dfd998c6cdc279d6f986263095,2020-05-26_146084_Public_CommentCorrespondence_20-2730_146084.pdf,2,4,-2,5.8,0.75,5.05
2d5f8dcb8c73c15800fbc4559c21c21f83d7e10eb0a2ab886fac99a49e1fe069,2025-06-03_204210_SOP_25-2871_204210.pdf,2,4,-2,5.95,0.9,5.05
c4f98a4bcc1cbfe8c45751268c1f1dd94bf23d205fa7e13423d8dbcca0f7f44a,2026-02-10_212468_Public_CommentCorrespondence_12-9998_212468.pdf,1,3,-2,6.1,1.1,5.0
25a01554ddd6e27e9bff7c39342a1a996c81de4c538a5a6dfcc5a7f5383bfd1f,2026-03-17_214507_Executed_Document_26-1594_214507.pdf,2,4,-2,5.9,0.9,5.0
16bfd696227470c17e9ed3a2305fd00a6b6a33a6c51f3b1bb5c3ad4e186cc067,2025-11-18_209114_Motion_by_Supervisor_Hahn_25-5953_209114.pdf,2,4,-2,5.85,0.9,4.95
ce7133bda552ab0263bbd37e1a32275ce4140f9411248e81161e87e9e512d99e,2025-02-11_202745_Family_and_Social_Services_Cluster_Meeting_Agenda_25-0008_202745.pdf,1,3,-2,7.05,2.1,4.95
24e3acd4897b2b92d4374a93d6422f65a784f00f167b1cd4c7ad6aeb44b09f4f,2025-07-01_204595_Motion_by_Supervisors_Solis_and_Horvath_Updates_Following_Cluster_25-3451_204595.pdf,1,3,-2,7.1,2.15,4.95
7d182793a62fdb73699902568770e8ad621e65a289bd5ee67b2604ac0879eea1,2025-11-18_210192_Public_Comments_25-6616_210192.pdf,2,4,-2,5.55,0.6,4.95
5f7b391640009a4cb0fd0f8eea9aa11da762cedc632d7e9e929b1f3f5dd705a7,ENABLING CONNECTIONS AND ACCESS TO LOS ANGELES COUNTY.pdf,1,3,-2,6.3,1.4,4.9
bdf367eb0997035d2b40591411c92a10e8f7665fc9caa63afd1da86b9266a99a,2021-01-05_151723_Report_21-0130_151723.pdf,2,4,-2,5.35,0.45,4.9
e3bca004c4867e7a8d5d3d2f13f5f1d1f23f2dfbd826f6f2f091a1070d545375,2023-10-03_184292_Board_Letter_23-3472_184292.pdf,2,4,-2,5.65,0.75,4.9
7480f4e283b3e9b73e7fbf4145beeaf3a9297dfce7908b3536555c4045cdfa03,2022-11-15_174466_Public_CommentCorrespondence_22-3710_174466.pdf,2,4,-2,5.2,0.3,4.9
ecdc0aad70ba3ed4a014789316680f50cbc38ab9c10811e3c22f5cdf7ad205b2,2021-03-09_154217_ORDA_21-1051_154217.pdf,1,3,-2,6.0,1.1,4.9
d156354e4079d788da925ee70b3a2046e6bbfe381ede5632a91c6fcb70ea5da7,2025-02-11_201399_Public_Safety_Cluster_Meeting_Transcript_25-0008_201399.pdf,2,4,-2,5.5,0.6,4.9
8537a826714b4f4bb7beeee67d073f35381d7328cef49ae2326aecfdf85e405d,2022-09-27_173439_Report_22-3534_173439.pdf,1,3,-2,6.55,1.7,4.85
e3e6f3c1793c64a0768160788a8e89e9a2b003335341e60b687903c25a175ecc,2025-09-02_206516_Board_Letter_25-4601_206516.pdf,2,4,-2,5.75,0.9,4.85
e340e5a48af6bf13eb37a9c0d6b1dfa5dea9f35110e085ee5d68d142b7ed42fe,2024-06-24_192621_Board_Letter_24-2404_192621.pdf,1,3,-2,7.25,2.4,4.85
32385d06492b40319d5f5c3f43509e0d71ad7f50490b0f9ffa90182d72ff429f,2026-03-17_213955_Presentation_23-3603_213955.pdf,1,3,-2,7.45,2.6,4.85
ec5e2b78c4bc24240a2a872837c4dbeb82b2cb4041cb6fa5c9f28e522eff6885,2022-04-19_167902_PC_22-1486_167902.pdf,2,4,-2,5.25,0.45,4.8
4bbddcfb0214109396c5ce40707a0945e09567507995a1851f02d6c3b2eee6b9,2025-02-11_205016_Public_Safety_Cluster_Meeting_Transcript_25-0008_205016.pdf,2,4,-2,5.4,0.6,4.8
52514bd4476eb5cced6760874cd746e78e3723b678f56061e8d396948515a08a,2025-11-18_209312_Board_Letter_25-6105_209312.pdf,2,4,-2,5.4,0.6,4.8
3045a69fb843c11225c0a3823210f919c4e73fff57e34dfe8a146d2938599ccf,2024-03-19_189290_Board_Letter_24-0935_189290.pdf,2,4,-2,5.4,0.6,4.8
b7a09d491bec7738bcb44b7eec48a808b9c6c6fa91a8b93e4f535504f9fdd70d,2023-08-08_183271_Report_23-2866_183271.pdf,2,4,-2,5.7,0.9,4.8
c49677e685359851d5384e3bd5ddc161501d9cfa5c4016a10257408b8525b52d,2025-03-18_200934_Board_Letter_25-1369_200934.pdf,1,3,-2,6.15,1.35,4.8
305f43f72b91b3a4407b5be32244b15ffc14ee2f5500b15467312b9b53162b8d,2024-03-19_189426_Public_CommentCorrespondence_24-0984_189426.pdf,2,4,-2,5.55,0.75,4.8
ce2d99e73755252cfffe22ae6beca2b7a4f52d8d6af4515f6bec20c3dc80cc9e,2022-01-11_164973_DCFS_Board_Letter_22-0149_164973.pdf,1,3,-2,7.55,2.75,4.8
349828752def8b7e9d192c90553f0afd56333e4913d3ef13d76758f0efaf4c16,2020-09-15_148660_Public_CommentCorrespondence_20-4808_148660.pdf,2,4,-2,5.7,0.95,4.75
2598c419f30192204bcc5a6fa43158735bee63f5f6488da6fb7ed1ab3269def4,2021-03-09_154448_Public_Comment_21-1140_154448.pdf,1,3,-2,6.55,1.8,4.75
a5517c972d35694efb814b3ad45f5626d44f8dfa2cb85c5bbd9e38098184a467,2024-12-17_198188_Board_Letter_24-5832_198188.pdf,1,3,-2,7.45,2.7,4.75
d72ccc69249cb8ef1b9ca8d05e2244f8a26fb895e09205b9e864a22c691eabf9,2024-01-30_187104_Public_CommentCorrespondence_24-0023_187104.pdf,1,3,-2,6.3,1.6,4.7
a89ea981fc49a3d1a257874c6dfb83b8336d2e09fd9e42919d7f9bba373162c2,2024-10-08_10-08-24_Board_Meeting_Transcript_1169006.pdf,2,4,-2,5.0,0.3,4.7
ec5846e71d7a463dde63e8db322dde852b0495ea99d31499fd509d830e9704ce,2023-05-02_180101_Board_Letter_23-1641_180101.pdf,2,4,-2,5.65,0.95,4.7
121d6862c94157e4b599ba4635d4f19930c7d59a1766637899751d4c761ef8ff,2022-06-28_170637_Public_CommentCorrespondence_22-2643_170637.pdf,2,4,-2,5.15,0.45,4.7
eba24ae50c1254195bbbedb7551c9d07790a5d32bd001fed2cbaf91f913f12f5,PRA Request Response - Matheus Ligeiro Dias PRA2_4-13-26.pdf,2,4,-2,5.6,0.9,4.7
329be2047bbc76869cc0bdf23b608c778ed545b3b03ada92538bf8f56a25f1c4,2024-11-26_197811_Revised_motion_by_Supervisor_Horvath_24-5519_197811.pdf,1,3,-2,6.6,1.9,4.7
4a3aa54ae7ba1ee444eda314292feeb5781d3b64e5cc3288ffef28f7ddf0ad7e,2024-04-09_190229_Revised_motion_by_Supervisors_Barger_and_Mitchell_24-1300_190229.pdf,1,3,-2,7.75,3.1,4.65
a7642eb950b89fe9712515782cee754f69460127c4e69d32fe5a68af4991d4bb,2024-03-19_188936_Report_23-1834_188936.pdf,1,3,-2,7.5,2.85,4.65
0de91aa3361955f8f27a29939bd00f1adc050a8c338067186b021b59438a5d7e,2021-04-20_157503_Report_Ref_147913_21-1713_157503.pdf,1,3,-2,7.6,2.95,4.65
c50c99f05a08c937deaa764fefb8b0655bdccfe0426230c0bb0d9c8faf4ddac5,2025-12-09_210545_Motion_by_Supervisor_Solis_25-6785_210545.pdf,1,3,-2,7.35,2.7,4.65
040ac8d1e33067b122f467772b35b535709ee68c889f72d582ab63b03eafb841,2021-10-05_162184_PC_16-1656_162184.pdf,2,4,-2,5.1,0.45,4.65
ec48adad852616e101bc16e1a0f5f8e4bab5d91fc008b70b5ef89982912b3758,2025-10-07_208121_Notice_of_Reward_22-2404_208121.pdf,2,4,-2,5.25,0.6,4.65
4ab6790983803fd4929c553bce4c60dfdf5d1bd08446bdf942540f9b7aa5c1eb,2026-02-03_211915_Motion_by_Supervisor_Solis_26-0651_211915.pdf,1,3,-2,6.5,1.9,4.6
ea79bf846dd0efc484bb5bd543e14fe9f288ec9a36c92d9c0ed3022978bc2e62,2024-05-21_191545_Public_CommentCorrespondence_24-1832_191545.pdf,2,4,-2,5.35,0.75,4.6
4a4200688625874fb4e35f29edcb58dcd237055deef1b2bcf2806a9ba51894a4,2026-01-06_211070_Board_Letter_26-0042_211070.pdf,1,3,-2,7.25,2.65,4.6
46f8f06d780e35cddb13d513ccc73f88d49ebf8ad1a477ddb686a33aee97a52a,2020-08-04_147749_Public_Comment_20-4011_147749.pdf,2,4,-2,5.05,0.45,4.6
b386922d14c8b6af680b2c69f4c2cf3208d43232d2af254600fa353b410d0c8c,2023-07-25_182627_Public_CommentCorrespondence_23-2646_182627.pdf,2,4,-2,5.35,0.75,4.6
74e5cc787cfd62c90a8b896780d1287c5cccf9a8bd98efc9da170bdad9a2cc05,2026-02-13_211666_Operations_Cluster_Meeting_Transcript_26-0366_211666.pdf,2,4,-2,5.2,0.6,4.6
5292becce0947fe058c1e28bf4f5a981652a46126dccf100ae6451199033b399,2025-11-24_11-24-25_Board_Meeting_Transcript_1196797.pdf,2,4,-2,5.0,0.45,4.55
4b9a1dc2c6f81d1a9f5c0cb72c50cd50b99b8440b77fbd2633fab65c6640d3b1,2023-06-06_180987_Board_Letter_23-2007_180987.pdf,1,3,-2,6.45,1.9,4.55
0875e28cf30664fa31ab70ec053bad8fe104b3edcc7ac1d10abe49c0b7cb874e,2022-11-15_175503_SOP_22-4201_175503.pdf,2,4,-2,5.45,0.9,4.55
c1690d2e6b4000040d2bf709bcfcbc228f118363357ab36071ddc59d7a5e2e47,2021-12-07_164323_Report_21-4693_164323.pdf,2,4,-2,5.15,0.6,4.55
528930f1f3deaf765b5a90d1e18bbd52745ca6742fe7ebb3304fc78bcdf241d5,2025-05-07_05-07-25_Board_Meeting_Transcript_C_1184659.pdf,2,4,-2,5.0,0.45,4.55
b8510f69dea93a20a0b71d1b603406bdd3bef9458a2b41e6286d323c026c68ec,2025-09-30_207849_Motion_by_Supervisor_Hahn_25-5250_207849.pdf,2,4,-2,5.4,0.9,4.5
a8375018d965be31c7eca6c7adae2a89afe1508c21dad0326f5937e59d50ff59,2026-02-27_213305_Homeless_Services_Housing_Presentation_26-1395_213305.pdf,1,3,-2,6.2,1.7,4.5
c44208c57a7c535aedee1b3953c5cdc355e959eabdb92695052774baffa1b894,2026-02-13_214028_Public_Safety_Cluster_Meeting_Transcript_26-0366_214028.pdf,2,4,-2,5.1,0.6,4.5
b81cc731aeb61f11a87cce53f256429a49c5f0cf6fe020de88c9b446cccf012e,2020-01-07_142839_DOPH_Board_Letter_20-0072_142839.pdf,2,4,-2,4.95,0.45,4.5
df8679140864317b2e8b392fb0cef8526367c02badae0c2488037829134ee296,2024-01-23_187757_Board_Letter_24-0273_187757.pdf,2,4,-2,5.25,0.75,4.5
d9ab91274061818f2aa7d1ef1029a0534442b7f458dd12673fef3e278325bef3,2025-09-02_203825_Presentation_24-5636_203825.pdf,1,3,-2,7.0,2.5,4.5
9fdbe412f0da9128dcc4842353c8cb3a81e915a776799a3cbf6e944ca591a97e,2022-07-26_170871_Public_CommentCorrespondence_22-2715_170871.pdf,2,4,-2,5.05,0.6,4.45
b3227778c902b97efa807d1c7a32b3af5781d4c8f70a5537d60081ed423cfb0d,2021-05-18_158311_HJM_Motion_21-2079_158311.pdf,2,4,-2,4.9,0.45,4.45
a86d5087bc8f36f35e4712b3242228a0a06632473eb8e8251ac130f666245a82,2026-01-13_211247_Board_Letter_26-0098_211247.pdf,2,4,-2,5.35,0.9,4.45
a32075e154a6f725f1d56d9e20f3f11b601209c08f70c081d5e44b9708187227,2025-10-21_208484_Board_Letter_25-5463_208484.pdf,2,4,-2,5.05,0.6,4.45
e4451ac5595f69edb60a9f435deb907b0460b9b8465e9af85b70d5e88f5e8e03,2022-06-28_170267_Report_08-1665_170267.pdf,1,3,-2,7.1,2.65,4.45
7490acfb691941a4422ba558e2c203ac146ec12a48ec9a099f8d3280a54dd6f7,2022-05-03_168670_HLS_22-1768_168670.pdf,2,4,-2,5.05,0.6,4.45
ef9e5e0097fe87c726c53bc8d41144dc586770927075726989181dba061dd3fa,2023-09-12_184426_Revised_Board_Letter_23-3051_184426.pdf,1,3,-2,7.8,3.4,4.4
b32b97394049e9b0062c5b51e5653b309119489d446abb1c988a0aecf531499e,2024-11-06_197099_Chief_Probation_Officers_Report_Dated_September_23_2024_24-5082_197099.pdf,1,3,-2,6.15,1.75,4.4
52289e95afcb3cb70f097428a1389852ef5d33c4c7bfc977f8961f58276c4c33,2023-12-19_186872_Motion_by_Supervisors_Horvath_and_Hahn_23-4535_186872.pdf,1,3,-2,6.15,1.75,4.4
6adba5cee3c6f175d8caaa5d35a791fdba354b0e5e9a6b10df364a5a8020c1b6,2024-07-16_193486_Public_CommentCorrespondence_12-9998_193486.pdf,2,4,-2,5.0,0.6,4.4
a8750b59e13d6720f8acb39d10b517c847c6a8af3f0331537f862e39ae9d338c,2022-02-15_166369_Public_Comment_22-0837_166369.pdf,2,4,-2,5.0,0.6,4.4
ec2d33912dcc6dfd095f1a159698d219840da846bef0502170e0a8af8f626497,2026-02-24_212094_Presentation_25-4327_212094.pdf,2,4,-2,5.3,0.9,4.4
c457f626795e4a83eec5ac997e88d24527e03cec50d0bab22e47c8f79925b33f,2024-04-16_190569_Motion_by_Supervisor_Barger_24-0697_190569.pdf,2,4,-2,5.1,0.75,4.35
bd0aba932310fce147559d29c51fa62a319a61d03d2783eb468ac484f1a9d6d4,2023-01-24_174536_Public_CommentCorrespondence_22-3214_174536.pdf,2,4,-2,5.3,0.95,4.35
48df010a63207d000d165abf11e1a8a21a417464365eb40aae0601b8775cfa2f,2021-01-26_153246_Public_Comment_21-0533_153246.pdf,1,3,-2,6.5,2.15,4.35
